review,sentiment
"It was probably just my DVD---but I would not recommend that anyone try to watch this picture on a DVD.<br /><br />I had to turn up the volume on my TV to the highest possible level, in order to hear about 80 percent of the dialog. Some of the talking still remained sub-audible. If you're from Scotland, you might have a chance, albeit a slim one.<br /><br />Peoples voices were drowned out by nearly all ambient sounds, including unwrapping a package, footsteps, even puffing on a cigarette. <br /><br />With the volume turned up to a level at which voices can be heard, I can guarantee that at least one of your neighbors will phone the police when the scene changes to a loud environment, such as a disco. And that you will injure yourself diving for the remote to turn it back down.<br /><br />There is art and there is art, even in the field of audio mixing. But this effort, in a time of war, would meet international criteria to be classified as an atrocity.<br /><br />After about a half hour, I gave up, having seen nothing else redeeming in the picture, either.",negative
"I hate to even waste the time it takes to write 10 lines on this atrocity. Hyung-Rae Shim is lucky that bad film-making isn't a capital crime or he'd be put to death twice for writing and directing this disaster. I'm amazed that this film had a $75m budget, but actually glad in the sense that it was such a tremendous flop, that Shim will hopefully, never get to make another movie the rest of the life and, therefore, not waste any more of filmgoers time. I would think the actors would have gotten together and lynched him by now.<br /><br />With the effects resources available to them, a great film could have been made with this budget. As usual, the failure should have been spotted at the very beginning with the terrible script and story. ""Transformers"" was another visual feast with a weak script, but this makes it look like ""Citizen Kane"".",negative
"WARNING: MAY CONTAIN SPOILERS<br /><br /> The ripples in the wake of the first ""Jaws"" movie were still prominent in the 1980s as well as beyond. Movie monsters went from being radioactive monstrosities to unknown and voracious beasts lurking in the unexplored corners of human experience (ie: the ocean, deep space, genetics). Although ""Jaws"" was a milestone in this particular realm of film horror, few films have been able to match the visceral impact of the original. ""Shark rosso nell'oceano"" (aka Devil Fish or Red Ocean), is a dutiful follower of the original ""Jaws"" formula. After several hapless boats and seagoers are brutally murdered by some ocean creature, there is an initial drive to discover the beast, then a failure to study it without horrible results, and a final push to destroy it. Although the filmmakers attempted to inject some fresh life into the equation by adding elements of technology and corporate conspiracy, the result is nothing short of disastrous. This movie sinks under its own weight of ghastly editing, brittle acting, and cheap scares.<br /><br /> The most sickly compelling feature of ""Devil Fish"" is its cookie-cutter editing. From the onset of the film when 3 different scenes are mashed together, the viewer gets a sense that the film lacks any technical credibility. It appears as if the editors cut the scenes around a set musical score instead of cutting the film and then making necessary changes to the music. Furthermore, every cut is an intercut and it would appear as if the editors had never heard of the terms ""fade"", ""wipe"", or ""dissolve"". The impact of scenes can never settle in because they are immediately cut short after a final line and a new scene begins. Silly camera tricks abound such as when two of the principle characters share a private moment on the beach and a sort of time-lapse image of their act is composited over their bodies.<br /><br /> The music is equally bland. The creature theme is a hopeless duplicate of the ""Jaws"" theme with slight variation. Although I like to keep my reviews devoid of MST3K influence, Mike most aptly described the somber score as ""soft core porn music"". Failing to produce tension in a film that relies so heavily on it is a death blow to ""Devil Fish"". The acting is stale, the relationships baffling, and the whole conspiracy is laughable. The question remains that if genetics had advanced to such a level to create a huge chimera of a sea monster to protect oceanic interests, why couldn't a more practical use be administered to better mankind? One of the few positive aspects of this film is the idea of the monster, even though its film presence is less than stellar.<br /><br /> Overall, this movie is bad enough to dip below mediocre. If ""Jaws"" had never been made, then the film could be described as average because its subject matter would be new and exciting even if it was executed ineffectively. Sadly, as a carbon copy of Spielberg's original thriller it sits most comfortably on a garbage heap of cheese.",negative
"When I bought 4 DVDs for £5.oo in a local shop it should have been warning enough that this movie was not up to the usual standard of David Selznick Productions. With a cast containing such names as James Stewart and Carole Lombard I was looking forward to a real treat. As many other commentators have said it is an odd mixture of plot and scenes that doesn't quite convince. HOWEVER, I am so glad that I did view this film as I now have the memorable saying 'Never let the seeds stop you from enjoying the watermelon.' to live by. This should sum up everyone's life. Pick out those seeds or spit them out or swallow them - and then enjoy the watermelon - life itself.",negative
"back in my high school days in Salina Kansas, they filmed something called ""The Brave Young Men Of Weinberg"" locally, and the film crews were rather prominent for weeks. eventually, we learned that the film was ""Up The Academy"", and was a bit ummm, ""lower brow"" than we had been led to believe. <br /><br />I had to see it, since I was there, and the local audiences seemed less than pleased at the showing. I was 17, and thought it was a rather artless attempt at a post ""Animal house"" type of comedy, right down to the fart jokes. <br /><br />Watched it many times since, and my opinion has mellowed a bit. it's dumb, but at times it catches a bit of the ""mad"" magazine humor, at least as well as most ""Mad TV"". Ron Liebman might hate it, but he is nearly perfect, and unforgettable. For me, my favorite moment would have been a brief scene on Santa Fe avenue, where I had parked my car, while I was buying some guitar strings. Too bad my Pinto's brief appearance, usually seems to get cut for TV. haven't seen the new DVD, but if my old pinto is visible, they've got a sale.",positive
"""House of Games"" is a flawlessly constructed film, and one of the few films I have seen that had me gaping at the screen in astonishment at how cleverly and unexpectedly it ends. I first saw it on video a few years back after reading Roger Ebert's review, which proclaimed it the best film of 1987. I had my doubts, mainly because it is not quite as well known as other films from that year. Boy, was I in for a surprise. This was one of the smartest, most well-written movies I had ever seen.<br /><br />The screenplay is quite a piece of work, not only in terms of the plot (which twists and turns and pulls the rug out from under you just when you think you have it all figured out), but also in terms of character development. On my second viewing, I began to realize that Mamet's screenplay succeeds not only as a clever suspense film, but that each plot development contributes to our understanding of the characters and their motivations. The climax of the movie is particularly effective, because it is absolutely inevitable. It stems naturally from what we know about the characters, and it is therefore much more than just an arbitrary twist ending. The performances by Lindsay Crouse and Joe Mantegna also add enormously to the film. I cannot picture any other actor besides Mantegna playing the role of Mike, and Crouse plays her role with just the right amount of restraint to suggest a repressed criminal mindset. Their work, plus Mamet's extraordinary screenplay, combine to create one of the greatest films of the 1980's. It is truly a must-see.",positive
"One of the cornerstones of low-budget cinema is taking a well-known, classic storyline and making a complete bastardization out of it. Phantom of the Mall is no exception to this rule. The screenwriter takes the enduring Phantom of the Opera storyline and moves it into a late '80s shopping mall. However, the ""Phantom's"" goal now is simply to get revenge upon those responsible for disfiguring his face and murdering his family. The special effects do provide a good chuckle, especially when body parts begin appearing in dishes from the yogurt stand. Pauly Shore has a small role which does not allow him to be as fully obnoxious as one would expect, mostly due to the fact that his fifteen minutes of MTV fame had not yet arrived. If you're looking for a few good laughs at the expense of the actors and special effects crew, check this flick out. Otherwise, keep on looking for something else.",negative
"Now, I flicked onto this just out of curiosity and had to keep watching - in the same way that you watch a car crash...<br /><br />I appreciate the fact it's a spoof, but that should not stop me from criticising the god-awful directing, acting and dialogue. Seriously, this rated as one of the poorest movies I have seen - it looked more like an episode of Tales from the Cryptkeeper, and a poor one at that...<br /><br />Okay - a few criticisms (1) when the doctor had his heart attack in front of the monster (we never see the monster attack him, so we assume its a heart attack), the army then launch shells, rockets, bullets at the monster - which was feet from the doctor - yet the doctor is not touched by any missile and is still alive (2) the army attack from about 100 yards away, and we see a flame-thrower being used - geez, those things have a range of no more than 30 metres! (3) when the monster tries to take the professor, the soldiers run into the classroom and fire into the ceiling; the monster drops the kid, and the soldiers don't try to shoot the monster??? come on! (4) the monster looks like it something out of Power Rangers! (5) there is one scene where the five ""good guys"" (the priest, the girl, the doctor, the reporter and the kid) all look shocked and we get reactions (along the lines of hand to mouth) one after the other - so natural! (6) the general just runs away, time after time (7) the general refuses to try electricity and wouldn't listen (8) the acting is awful (9) did I mention the rubber suit monster???? (10) that god-awful music, non-stop!",negative
"This is primarily about love in WWII, yet we must remember that it's also a biopic for Dylan Thomas and those around him at this particular stage in his life.<br /><br />The movie's timing is just great. It really captures what I think would have been the spirit during those times; smiling and hoping you're not going to get bombed. While it may prove boring to some, the movie does have a particularly dangerous edge to it.<br /><br />At one point, my heart was racing towards the end as the movie hits its climax. It really does feature some poignant moments that are handled with skill by the four main actors. Cillian Murphy is on fine form here, as is Matthew Rhys. Both are polar opposites and it makes for an interesting watch. The relationship formed between Sienna Miller and Keira Knightley's characters is wonderful and we have the acting to thank (and watch out for a cameo by Suggs of 'Madness'). <br /><br />Despite all of this, it's a rather slow movie. Coupled with the fact it's just shy of two hours, it's quite a slog to get to the conclusion.<br /><br />Overall, it's a solid non-fiction war movie with many wonderfully crafted moments that were no doubt helped by the splendid number of well-known British names behind the scenes. But it really does drone on for too much at times. Still, a worthwhile watch. 7/10",positive
"Man oh man! What a piece of crummy film-making! But this is a guilty pleasure from my childhood even though I hate to admit it. They showed this movie on my basic cable system all the time. Where I grew up in San Jose, California (right on the border of Cupertino) we had this thing called The G Channel on our cable system. And they basically showed the same one movie over and over and over again. Wanda Nevada was one of those movies. I fell in lust and love with the young Brooke Shields and loved her dopey adventures in the Grand Canyon in the 1940s. The script makes almost no sense, the direction is poor, the few highlights are that Henry Fonda makes an appearance, a lot of dialog that's so bad it's good and a nice Carole King song played over the end credits. Maybe you have to be stoned to truly enjoy this flick. And hey, everybody knows there ain't no gold in the Grand Canyon!",negative
"To sum this movie up, it is LaBute carrying his sadism over into the realm of comedic farce. The predictable result is that he is constantly stepping on all the jokes by insisting on surrounding them with blood-curdling violence and extremely hateful characters. There is also evidence of his continuing efforts to insult and ridicule everything in sight but then to apologize for it with weak gestures to the PC. Basically the movie just doesn't work, its plot is beyond contrived, the characters are one-dimensional cliches, there is no consistency or development of anything, and the comedy (where it is not totally out of place) is the worst kind of High Concept drivel.<br /><br />Morgan Freeman and Renee Zellweger are completely wasted on characters that seem like parodies of studio-driven audience pandering--no matter what, make them likeable, neutral (and neutered), and full of moral platitudes. Crispin Glover is in here just long enough to convince you that he doesn't belong in movies anymore. Chris Rock actually has negative chemistry with fellow hitman Freeman--it's as if they are acting in different rooms even when they are two inches away from each other. In effect, Chris Rock seems like a digital insert. At least he isn't as annoying as Jar-Jar.<br /><br />LaBute's 15 minutes may well be up by now. It's already looking like he's overstayed his welcome.",negative
"Cave Dwellers, or The Blade Mater, or whatever it's called, is in one word: VILE! I saw this on MST and I laughed not only at the great running commentary, but at the inept film making that was demonstrated. Sunglasses, tire tracks and where did Ator get a hang glider? Then they lift a few shots from another movie, Where Eagles Dare as Tom Servo points out. To show just how cheap this movie really is, watch the scene where Ator and Thong have to battle invisible swordsmen. Or even better, look for the giant hose dressed up like a snake that Ator must wrestle! And what exactly do those scenes in the credits have to do with the movie?",negative
"This one hearkens back to the days of the matinée, when kids with nowhere else to hang out took their dates to the balcony after dumping their younger siblings below. It didn't matter what was on the screen - the little kids would sit through it and the big kids would ignore it. The adults, of course, would never see it.<br /><br />But they put it on video, anyway, along with most of the other creaky, low-budget ""B"" horror flicks of the golden age...of television. This film's inherent and unintentional humor is derived from stale ideology (the ""bad girls"" harvested to replace poor Jan's crushed body - they had it comin'), overused plot (a mad scientist, trying to play God), violent yet conscientious monster (whose presence in the heretofore-normal-seeming scientist's rural lab is never fully explained), and acting that polarizes at wooden or over-the-top.<br /><br />This is a great party film, assuming your guests enjoy adding dialog and commentary to otherwise abominable cinematic exploits. In fact, should you or your guests prefer more passive entertainment, this film is also available on video in its ""Mystery Science Theater 3000"" treatment, in which the host and puppets of the cult TV series make the necessary additions for you.",negative
"I watched the show 10 years ago and loved it!!! Am now in possession of the DVD and was watching the series, and waiting for scenes I knew were in the show (when Lucas confronts Gail in his house)and realized it was missing - all of a sudden I was watching the seduction without the lead up. Then I went on line to check out all the BIOS of the stars and came across the comments about the shows being out of order. Thank You!!!!! But there seems to be some conflict. Some comments state ""Strangler number 19 then Triangle 20, when another had them around the other way. And also Potato Boy 5, and Dead to the World 6, were reversed as well. Can someone clarify?????",positive
"For three quarters of an hour, the story gradually develops towards a pivotal point of some sort. Although it is overburdened with scenes that just seem to be intended to dull the viewer and lure him away from the actual plot, there is something happening. It is not much and it certainly is not obvious. The combination of palace impressions and story-driving scenes do not add any depth or insight to the whole cast of characters. In fact, they keep them sterile as there is no character development at all. Everybody just remains spinning and centered around their own cliché and role - the cute, kinda headstrong girl; the fighting überwoman, the snobby aristocrat. The male lead does not seem to have any distinction at all, he is a shallow presence, which, actually, doesn't even matter as he is only there because the storyboard required him to - it seemed like he was on vacation and got caught up. When the point comes of turning the corner in terms of what happening, the movie first snaps completely blank for a couple of minutes and then becomes ridiculous. It solves - or better, dissolves - itself with a by-the-book Deus Ex Machina, more clichés and some of the most crude plot devices and choices I have ever seen. It's history, alright. First the movie's a drama though it's supposed to be comedic, and then it turns into a farce. The protagonists do what they are expected to do, and there are no surprises. The first set of somewhat serious antagonists however gets replaced by a couple that literally was just bored. Maybe that was some kind of nod towards the audience.<br /><br />This movie does not get any bonus from me for underlying philosophical meaning (since there is none) nor for its technical realization. The animation and editing is fair and so's the sound mixing; but it is by no means outstanding or even above the average Japanese productions of the late 1980's. In fact, the visual treats seem static, un-inspired and un-original.<br /><br />Worst of all - it totally fails to entertain, even if you don't bother with characters and all that stuff. There's too little going on here, and the rest is corny at best. Get a real Ghibli instead, have a feast with it and keep your fingers off this one.",negative
"This is a film where the actors are all fine, especially Brigitte Bako and Erik Palladino, in a film where every one of the three couples meet in a situation that feels verrrrry forced to be either cute or to set the story in motion. In other words, it feels like they are contrived movie scenes, not like real life. Even if women who work at peep parlors ever go out with one of their customers, it just doesn't seem realistic at all the way it is written in this film. Also, when one of the characters meets the overweight woman in the film, it feels artificial, the way they look at each other seconds after arguing. Again, the actors are all good, and moments of this film are nice, but overall yet another indie that could have used some rewriting before production got rolling.",negative
"Martin Lawrence is not a funny man i Runteldat. He just has too much on his mind and he is too mad which trips his puns pretty early in the game. He tries to make fun of critics, which boils down to ""f*** them"". Then he goes on to rather primitive sexual jokes on smokers with throat cancer and it just goes downhill from there. 3/10",negative
"This is a thriller with a good concept, good acting, good photography and good intentions all around, but which is confused and disjointed in execution.<br /><br />Garcia stars as John Berlin, an L.A. forensic detective who has moved to a small California town at the behest of a friend of his on the force there. He soon becomes involved in the investigation of an unsolved murder which leads to his theorizing about the existence of a serial killer whom no one else believes in. The known victim is theorized to be blind, which leads to a romance with a blind girl - believed to be a witness - at a nearby school for the blind.<br /><br />Despite a basically intriguing story there were too many quantum leaps and plot holes in this movie where I found myself wondering, 'how the hell did we wind up here?' or 'how did we find this out?' I found it confusing and disjointed, despite the good acting, etc. John Malkovich has a small part toward the end as an F.B.I. investigator out to get Berlin.<br /><br />Not recommended.",negative
"This movie was beyond disappointment. Well acted story that means nothing. The plot is ridiculous and even what story there is goes absolutely nowhere. It truly isn't worth a nickel, buffalo or otherwise..pun intended!",negative
"Doyle had never wanted to resurrect Holmes from his joint death with Professor Moriarty in THE ADVENTURE OF THE FINAL PROBLEM. However,financial considerations made him willing (in 1901) to write THE HOUND OF THE BASKERVILLES, which is still considered his best Holmes' novel and possibly his best novel. But it was a ""memoir"" of the great detective, written before his death. Only a greater outcry from his public led Doyle to fully resurrect Holmes in THE ADVENTURE OF THE EMPTY HOUSE, published in 1905.<br /><br />It is not that the new short stories (and the last novel) are really bad. Maybe three of the stories are really terrible, but even the terrible ones are very readable. Several of the later ones (like THE ADVENTURE OF THE SOLITARY CYCLIST) are really very good. But the unevenness of production (in particularly after the stories in HIS LAST BOW (1917)) become increasingly apparent. He repeats past story lines, and he shows really negative aspects of Holmes. In the story THE ADVENTURE OF THE THREE GABLES Holmes shows a sneering sarcasm at a character who is of African ancestry. <br /><br />SPOILER COMING UP:<br /><br />THE ADVENTURE OF CHARLES AUGUSTUS MILVERTON deals with Holmes trying to recover compromising letters from Milverton, a hugely successful blackmailer. It is an interesting example of how Doyle could make a highly readable story with a minimum of plot for there is little real detective work in the tale. Holmes is hired to try to negotiate with Milverton regarding the purchase of the letters, but to get them back no matter what! Milverton proves not only unwilling to consider a smaller amount for the papers but prepared to protect himself from Holmes attempting a search of his person. Later we learn Holmes has gotten into the household of Milverton by romancing a maid while disguised. At the end Holmes goes with Watson to burglarize Milverton's home. He and Watson are in the house when they find that Milverton is awaiting some new business deal in his study (someone with information that Milverton can use). Carefully hiding, Holmes and Watson watch as a woman comes in, who turns out to be a victim of collateral damage from Milverton's past activities, and who shoots the blackmailer to death. Holmes and Watson are able to set fire to Milverton's collection of compromising documents before fleeing the house, and subsequently discover (for themselves) the identity of the woman. The police (under Lestrade) don't discover who the two mysterious men seen running from Milverton's home are, and they are so disgusted by Milverton's activities (they never were able to bring anything home against him) that it is obvious the murder will never be solved.<br /><br />The tale is not one of the fascinating ones with real detective work involved like THE ADVENTURE OF THE SPECKLED BAND or SILVER BLAZE. It is a tale of mood and late action - the issue being will Holmes and Watson get the papers or will they be caught by Milverton? It is not one of the best stories, but it is in the bulk of the tales as being really well told and interesting.<br /><br />At the time he wrote CHARLES AUGUSTUS MILVERTON, Conan Doyle had an experience with the police regarding his sometimes activities as a highly respected amateur detective/crusader. An artist was found murdered in his studio in London, and Conan Doyle began writing his opinions about how the killing was committed. Then he stopped - apparently warned by his friends at Scotland Yard that the murder did not bare looking into. The victim had been a homosexual, and the police were certain that it was a lover's spat gone horribly wrong. For the sake of the family of the Victim (this was in 1905) Doyle dropped his interest in the case. So he was aware that sometimes the British police behaved with restraint on matters that did not seem to justify their full probing - as Lestrade's restraint towards whoever did kill the villainous Milverton in the story.<br /><br />Given the description of the story it could have been told in the normal hour long version of the series. But the teleplay for THE MASTER BLACKMAILER spent some time showing the horrible dilemma Milverton's victims (in Victorian/Edwardian England) faced. We see a promising young aristocratic army officer kill himself when faced with a homosexual exposure because of Milverton's extravagant demands, all at the start of the teleplay. And it is not only homosexuals. Men and women of good reputation in heterosexual marriages could be smeared by uncovering illegitimate children or past indiscreet relationships. Indeed, in the story, the woman who kills Milverton is avenging the destruction of her husband (a prominent nobleman) destroyed by the blackmailer. <br /><br />Milverton is well played at his most poisonous blandness by that fine actor Robert Hardy, who even when confronted by the unexpected furies he has unleashed is totally unperturbed (he looks like he will just have the angry woman showed out of his home in a moment). Brett and Hardwicke do quite well in their Holmes and Watson roles, as to be expected.<br /><br />How serious was the loss of character by rumor or innuendo in 1905? In 1898 one of the heroes of the various imperial wars, and the leader of the last victorious charge at the battle of Omdurman that destroyed the Mahdist army (see FOUR FEATHERS) was Sir Hector MacDonald. He was governor of Ceylon in 1903 when he suddenly, unexpectedly resigned. Sir Hector returned to London, and shot himself in a hotel while awaiting some sort of hearing. It later came out that ""Fighting Mac"", frequently considered the most popular army commander in Britain, had been caught having sleeping arrangements with native boys. Milverton would have eaten him up very quickly...or his real life counterparts would have.",positive
"It was disgusting and painful. What a waste of a cast! I swear, the audience (1/2 full) laughed TWICE in 90 minutes. This is not a lie. Do not even rent it.<br /><br />Zeta Jones was just too mean to be believable.<br /><br />Cusack was OK. Just OK. I felt sorry for him (the actor) in case people remember this mess.<br /><br />Roberts was the same as she always is. Charming and sweet, but with no purpose. The ""romance"" with John was completely unbelievable.",negative
"""Life stinks"" is a parody of life and death, happiness and depression. The black and the white always present in our lives. Mel Brooks performance is brilliant as always, and the other actors work is fine too. This movie has some Capra flavor, that´s why is so good.<br /><br />There are some unforgettable gags such as the one when Brooks tries to earn some money dancing in the street, and all the people passing by just ignore him, or when he meets a funny crazy man who believes is Paul Getty and then start arguing and slapping each other.<br /><br />If you haven´t seen it, you don´t know what you´ve missed.<br /><br />This movie tells us about the old and eternal struggle of the poor against the rich. <br /><br />The only difference between this movie and reality is that this movie has a happy ending, and reality hasn´t.<br /><br />Yes indeed, Life Stinks.",positive
"This was such a terrible film, almost a comedy sketch of a noir film.The budget was low compared to a blockbuster, but still higher than most.But its where they've decided to cut costs that is totally weird.Some actors are at least competent, while others look like they just been dragged off the street.One of them being the lead actor, hes so very bad that i cringed when ever he said anything (he talks through the ENTIRE movie).Then there's the weird costume choices.At the start of the movie all characters are wearing 1930's clothes.They drive a classic car, but the background is a modern day windfarm thats blatantly state of the art.And the costumes and some settings continue to follow this 30's film noir theme.Then BAM in drives a brand new escalade with 24 inch rims....WTF.Same thing again when a guy has a night scope on his rifle, you get a shot down its sight.Hes aiming at a guy with an mp5 and tactical gear on.In a even stranger contrast the locations are brilliant, and seem to have cost more than the rest of the entire film.The camera shots/angles a very good, and show these locations brilliantly in the scenes.The director has a keen eye for a good looking single shot, but no idea how to do much else.<br /><br />People who should be shot for this film▼<br /><br />The writer The director The casting agent The costume designer<br /><br />People who should be tortured to death for their monotone, monotonous nails on chalk board voice.▼<br /><br />Anton Pardoe- the lead actor, writer, producer If you ever seen the movie Hostel, i wish that would happen to this guy, but he doesn't escape.",negative
"Because I would have never ever seen this movie through to the end. Although there are some, but not many, funny moments in this movie I couldn't understand more than about 15%(the fancy English couple in the 3rd story included) of what people were saying. Three short stories, none with a real point, with just some of the most miserable and lifeless people I could have imagined and a load of foul language. Didn't find it funny, didn't find it amusing, didn't find any sense in it. 4/10",negative
"All of the X-Men movies were great. And I mean all of them, including the long hated X-Men 3. They had solid characters (Magneto and Xavier were the best ones, in my opinion), and a good story arch.<br /><br />I was all excited when I heard this movie was on production, and my expectations grew bigger and bigger until I saw the movie. I was so disappointed.<br /><br />Hugh Jackman is not a bad actor (his best movie is The Fountain, although you won't hear about this movie when they talk about the actor), and his acting is not what screws the movie up.<br /><br />The whole film is plagued with lots of meaningless characters that add nothing to the plot (like Blob or Gambit), which were tossed there to make fans believe that the film makers had read the original comics.<br /><br />I am a fan of XMen, I have read many, many of their stories and this movie respected none of them. None. Not even the continuity. It doesn't respect Weapon X project, or the relationship between Wolverine and Sabretooth, or Emma Frost, the motivations for wolverine are plain stupid and seen in millions of movies: Revenge for the death of a loved one.<br /><br />Oh. What I was expecting the whole darn movie was a Berseker moment for Wolverine similar to the one he has in X2 in the school when Stryker men come in and he alone decimates the enemy forces, but hey, this is Fox, this a family flick and you will not see explicit violence from the most violent and gruesome Marvel hero.<br /><br />Besides, I had a feeling of constant dejá vù with this movie because Wolverine's Origins are already explained in X2, we already know how he got his adamantium skeleton so it kind of does not make sense to make a movie of something we already know.<br /><br />I personally believe that wolverine is one of those few characters that does not need a solid back-story because mystery is the nature of the character. Do we really want to know how the Joker got his scars?",negative
"This film takes a lot of liberties with the known historical facts.Even little things like Flynn licking one stamp after another, when he almost certainly would have used a moistened sponge, is one of the annoying things. Flynn was never tried of manslaughter or murder. He is not known to have caught his mother making love to another man, and is not known to have had an homosexual relationship with anybody, and he did not end up on skid row in Sydney. He did not get his twopenny-halfpenny role in In the Wake of the Bounty by imposture and this role did not turn him into a well-dressed film star. <br /><br />This is just a mediocre film where the name of Errol Flynn has been tacked on just to sell more tickets and more videos.",negative
"Some amusing humor, some that falls flat, some decent acting, some that is quite atrocious. This movie is simply hit and miss, guaranteed to amuse 12 year old boys more than any other niche.<br /><br />The child actors in the movie are just unfunny. When you are making a family comedy, that does tend to be a problem. Beverly D'Angelo rises above the material to give a funny, and dare I say it, human performance in the midst of this mediocrity.",negative
"I feel really bad for reviewing this movie because I wish that I had only watched it as a concept production. The Covenant looked like it could have been a really original piece, but sadly they lose the great idea in the translation to the screen.<br /><br />The story follows four (five) teens that are the descendants of the families that started the town of Ipswitch a survivors of the Salem witch trials. They also happen to be a part of the secret sect called ""The Covenant"". Their power must be used sparingly as it drains their life-force in small amounts and is highly addictive. In theory this would make a pretty good action sci-fi movieor at least an interesting teeny flick.<br /><br />But there were just too many glaring downfalls that don't allow this movie to reach its plot's full potential. That acting wasn't good, the sound track was mediocre and we found a lot of unnecessary sync issues. For sure the biggest issue is the poor editing job. The movie has little to no coherent flow and makes one fight to keep a mental timeline or any feel of pacing.<br /><br />The movie has it's moments, but overall was a little disappointing.<br /><br />A witchy 4/10",negative
"Book of Revelations starts very well. Daniel, an egomaniac dancer is kidnapped, abused and sexually raped by three masked women.<br /><br />After that, nothing else really happens. There is some hint of rediscovery but the movie gives nor explanation nor a real ending. Daniel reactions after the abuse are very basic. He quits dancing, has sex with every women around and finally starting a relation with very simple and common woman.<br /><br />I have seen a good share of art-house movies but this has something missing in it.<br /><br />The main leads are fine; but some characters does not seems to be completely defined.",negative
"It's boring.<br /><br />It's slow.<br /><br />Where are the nasty and brutal murders? Where is the tension that is supposed to scare us? This is like watching Sesame Street without the funny characters of Ernie and Bert or Grover.<br /><br />It's really lame.<br /><br />Maybe it was the writing...maybe the direction...maybe the acting, maybe the editing, maybe the cinematography, maybe the special effects, maybe the makeup.<br /><br />Maybe all of the above brought this to something barely able to keep your eyes focused on.<br /><br />I wanted to get scared...not bored.<br /><br />This didn't scare me...it didn't even interest me...I had more fun watching the time on the microwave instead of watching this film.<br /><br />Don't bother to buy it..and if you see it on television by some freak chance, there is no need to tuck the kids asleep.",negative
"Another lame attempt to make a movie ""gritty"" and ""thought provoking""- whatever the hell that means. They have Al Pacino say a lot of words like - ""Television killed football."" Yeah whatever. This is another movie that showcases Oliver Stone's Delusions of Grandeur. If Stone is trying to show us that football will be our downfall or something, why does he insist on romanticizing the sport with his stilted camera movements and Kid Rock songs? He even throws Cameron Diaz into the fray for purely aesthetic reasons. It's a shame that Diaz and Pacino have to meet in a movie that is so bad.<br /><br />Ever since ""Scent of Woman,"" writers and directors have used Pacino to romanticize their pathetic lines. His characters are nothing more than loudspeakers - their voices covering up what would normally be redundant and trite. He needs to reinvent himself, showing how he can act without yelling. He has to stop feeling sorry for hokey scripts with cheesy lessons like ""Organized football is messed up,"" and act out a good story.",negative
"A delightfully unpretentious send up of Romeo and Juliet. Approach with no expectations other than having a good time and you will enjoy this one. A talented group of comic actors let go and have a riot in this light-hearted performers' vehicle. Bad reviews were due to a snobbishness about treatments of Shakespeare. Some people feel that all film must be ""important"" ---If you share those views, don't bother. The credits read ""introducing"" Angelina Jolie, which is not even close to being true, but she is astoundingly beautiful as the Juliet character, and, as always, her acting is wonderful--- and, considering her age at the time, even her dialect is pretty good. Recreating this classic tale with feuding Italian families in the catering business in New York results in great fun. See it in the right frame of mind and you will laugh out loud.",positive
